BOOKMARK,COMMENT CREATED,FOLLOW,LIKE,VIEW,Virality,timestamp,authorPersonId,textWordCount,eventType_CONTENT REMOVED,eventType_CONTENT SHARED,contentType_HTML,contentType_RICH,contentType_VIDEO,lang_en,lang_es,lang_ja,lang_la,lang_pt
0.0,1.0,1.0,0.0,8.0,43.0,1486129970,3891637997717104548,630,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,3.0,13.0,25.0,1472151227,693665567872370395,466,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1459822043,-1032019229384696495,627,0,1,1,0,0,1,0,0,0,0
0.0,3.0,3.0,2.0,46.0,159.0,1465923371,5660542693104786364,778,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,15.0,19.0,1461726189,8968131284214320024,347,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,8.0,212.0,1471542369,3217014177234377440,55,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1475251376,-8020832670974472349,54,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,13.0,13.0,1484582788,3609194402293569455,145,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,4.0,8.0,1459346036,4670267857749552625,625,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1467769352,-1616903969205976623,63,0,1,0,1,0,0,0,0,0,1
2.0,1.0,1.0,7.0,67.0,330.0,1474048569,-3595444231792050977,1713,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,4.0,4.0,1480611631,3891637997717104548,444,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,4.0,34.0,150.0,1460120825,6650574433856141080,3750,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,5.0,105.0,1460549731,-1032019229384696495,1492,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,6.0,13.0,37.0,1462834687,3915038251784681624,666,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,1.0,22.0,51.0,1463766431,-7456488753754080246,109,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,25.0,125.0,1470831514,-1443636648652872475,586,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,0.0,8.0,43.0,1482244153,3609194402293569455,902,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,8.0,12.0,1461190402,-3596626804281480007,1018,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,18.0,26.0,1477311642,3609194402293569455,991,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1460385068,-2979881261169775358,1449,0,1,1,0,0,1,0,0,0,0
3.0,2.0,2.0,1.0,21.0,395.0,1459315656,-1032019229384696495,1465,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1467375371,-2979881261169775358,241,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,16.0,116.0,1460735648,4209517478660372522,1628,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,17.0,17.0,1477044846,3938645257702379823,59,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1471023044,7580644064067188685,513,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,24.0,24.0,1469581132,-7456488753754080246,387,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,23.0,27.0,1467951625,-1032019229384696495,3179,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,2.0,6.0,1460661643,-108842214936804958,383,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1462199475,3891637997717104548,415,0,1,1,0,0,1,0,0,0,0
2.0,2.0,1.0,12.0,80.0,373.0,1463602049,6013226412048763966,600,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,12.0,16.0,1465391541,4417246933621591943,707,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,8.0,8.0,1463486136,-108842214936804958,1352,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,8.0,166.0,398.0,1466729247,8250502084456448386,5938,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,7.0,55.0,153.0,1476444319,7308881151087125462,640,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,6.0,10.0,1459768777,-2979881261169775358,773,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,4.0,11.0,62.0,1478365480,-8694104221113176052,1770,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,4.0,18.0,234.0,1461847928,2062670502532932588,194,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,6.0,10.0,1460547704,5683029675627635125,3173,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,3.0,22.0,59.0,1459857330,692689608292948411,1316,0,1,1,0,0,1,0,0,0,0
4.0,0.0,0.0,2.0,49.0,457.0,1467674442,-1443636648652872475,1600,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,16.0,16.0,1469748828,3302556033962996625,1142,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1478800943,-1443636648652872475,397,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,10.0,18.0,1469208111,2833428826475063405,523,0,1,1,0,0,0,0,1,0,0
0.0,0.0,0.0,3.0,20.0,32.0,1470394814,1895326251577378793,249,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1468423086,3609194402293569455,118,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,7.0,7.0,1466865624,-6895155480127642372,5181,0,1,1,0,0,0,0,0,0,1
0.0,3.0,2.0,4.0,47.0,143.0,1464807858,-1352064057049251194,2977,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,8.0,12.0,1459251889,4340306774493623681,971,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,3.0,38.0,250.0,1481553137,3609194402293569455,3792,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1464087796,-2979881261169775358,435,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,7.0,50.0,213.0,1466398173,-1032019229384696495,1569,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,38.0,177.0,1466508431,-1578287561410088674,934,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,10.0,110.0,1467898983,3609194402293569455,1361,0,1,1,0,0,0,0,0,0,1
2.0,3.0,5.0,14.0,168.0,579.0,1477329558,-7496361692498935601,628,0,1,1,0,0,1,0,0,0,0
1.0,1.0,0.0,4.0,39.0,165.0,1463417770,881856221521045800,1087,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,23.0,127.0,1466431997,-1032019229384696495,2155,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,19.0,19.0,1467986172,-1387464358334758758,325,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1460133531,-1443636648652872475,442,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,3.0,7.0,1476361589,-5639303336519418445,401,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1470919170,-8020832670974472349,888,0,1,1,0,0,1,0,0,0,0
5.0,0.0,0.0,0.0,8.0,508.0,1462045744,-8020832670974472349,846,0,1,1,0,0,1,0,0,0,0
0.0,1.0,2.0,4.0,22.0,98.0,1479267135,-2726721797588771398,687,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1475772744,3609194402293569455,1013,0,1,1,0,0,1,0,0,0,0
1.0,2.0,2.0,9.0,99.0,305.0,1466608308,-5527145562136413747,1447,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1477487078,-1032019229384696495,967,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1463579003,-8020832670974472349,604,0,1,1,0,0,1,0,0,0,0
0.0,5.0,3.0,1.0,14.0,143.0,1467681399,3609194402293569455,54,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1460459183,301435144665447655,421,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1460459213,301435144665447655,421,1,0,1,0,0,1,0,0,0,0
0.0,1.0,1.0,2.0,19.0,62.0,1467399256,3891637997717104548,292,0,1,1,0,0,1,0,0,0,0
0.0,2.0,0.0,1.0,6.0,30.0,1461116538,-1032019229384696495,343,0,1,1,0,0,1,0,0,0,0
0.0,2.0,1.0,4.0,41.0,102.0,1463310537,1895326251577378793,203,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,5.0,5.0,1461066756,4340306774493623681,488,0,1,1,0,0,1,0,0,0,0
1.0,9.0,6.0,3.0,70.0,422.0,1465842144,3302556033962996625,363,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,5.0,9.0,1460856715,-1032019229384696495,961,0,1,1,0,0,1,0,0,0,0
0.0,3.0,2.0,4.0,29.0,125.0,1468359667,-1032019229384696495,313,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1477613852,-5639303336519418445,270,0,1,1,0,0,0,0,0,0,1
0.0,4.0,3.0,4.0,67.0,198.0,1465950308,-1443636648652872475,278,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1473212318,881856221521045800,312,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,12.0,120.0,1476731425,3609194402293569455,275,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1474636300,-8020832670974472349,437,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1461954566,-1443636648652872475,8087,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1461954646,-1443636648652872475,8087,1,0,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,3.0,7.0,1459369111,3609194402293569455,163,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,6.0,6.0,1477479634,1120069409160402054,1022,0,1,1,0,0,1,0,0,0,0
0.0,2.0,3.0,2.0,43.0,146.0,1479208208,3217014177234377440,82,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,8.0,107.0,264.0,1474371643,-1393866732742189886,1258,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,8.0,112.0,1470425469,-1443636648652872475,597,0,1,1,0,0,1,0,0,0,0
4.0,0.0,1.0,6.0,28.0,477.0,1471007526,6013226412048763966,124,0,1,0,0,1,0,0,0,0,1
0.0,3.0,3.0,4.0,34.0,155.0,1487783149,9109075639526981934,47,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1461628890,5660542693104786364,900,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,9.0,13.0,1462796973,-1443636648652872475,1365,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,7.0,211.0,1473363959,2416280733544962613,3785,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,12.0,12.0,1459350016,-1443636648652872475,291,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1459193988,4340306774493623681,1072,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,12.0,20.0,1459354504,3891637997717104548,1367,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,22.0,130.0,1463161587,-1032019229384696495,347,0,1,1,0,0,1,0,0,0,0
3.0,0.0,1.0,3.0,30.0,367.0,1463343142,301435144665447655,1526,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,0.0,6.0,41.0,1469808645,1317292353478724560,355,0,1,1,0,0,0,0,0,0,1
4.0,4.0,4.0,6.0,99.0,663.0,1474307005,-1836083230511905974,1133,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,11.0,19.0,1481108140,3938645257702379823,541,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,4.0,48.0,264.0,1465778481,3609194402293569455,380,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1463061816,-4092545774372727680,419,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1463062407,-4092545774372727680,419,1,0,1,0,0,1,0,0,0,0
3.0,1.0,0.0,8.0,27.0,369.0,1463087238,-1443636648652872475,1104,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,12.0,20.0,1462902153,-1387464358334758758,154,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,30.0,69.0,1467324358,6960073744377754728,127,0,1,0,0,1,1,0,0,0,0
15.0,4.0,6.0,53.0,355.0,2257.0,1487246811,6013226412048763966,320,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,4.0,62.0,113.0,1466982935,-1032019229384696495,416,0,1,1,0,0,1,0,0,0,0
2.0,0.0,1.0,0.0,36.0,261.0,1476729218,3829784524040647339,615,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1461174881,3891637997717104548,61,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,15.0,115.0,1463086300,-1443636648652872475,955,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1484784451,490109768671667408,50,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1459510545,-2979881261169775358,1101,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1462286365,8676130229735483748,531,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,15.0,54.0,1468238107,-8020832670974472349,830,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,6.0,49.0,198.0,1472056923,9109075639526981934,73,0,1,1,0,0,1,0,0,0,0
1.0,5.0,0.0,3.0,22.0,184.0,1463096313,-1443636648652872475,760,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,3.0,7.0,54.0,1480857944,5598537709124463353,814,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1467145489,801895594717772308,266,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,0.0,41.0,241.0,1473698732,-9047547311469006438,175,0,1,1,0,0,0,0,0,0,1
2.0,0.0,0.0,2.0,5.0,213.0,1471291053,3609194402293569455,1725,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,9.0,117.0,1460119270,2062670502532932588,598,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,19.0,119.0,1466093859,-2979881261169775358,63,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,8.0,29.0,196.0,1464299862,-1032019229384696495,160,0,1,1,0,0,1,0,0,0,0
0.0,4.0,4.0,3.0,21.0,173.0,1485316870,-2726721797588771398,685,0,1,1,0,0,1,0,0,0,0
0.0,0.0,2.0,2.0,19.0,77.0,1466005866,-5380862725077089346,769,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,0.0,11.0,46.0,1466162495,-1443636648652872475,2798,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,6.0,10.0,1459656021,-1032019229384696495,1651,0,1,1,0,0,1,0,0,0,0
0.0,2.0,0.0,1.0,29.0,53.0,1462540159,3609194402293569455,244,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1484838828,3609194402293569455,6449,0,1,1,0,0,1,0,0,0,0
4.0,3.0,4.0,5.0,13.0,563.0,1480546204,-2726721797588771398,847,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,12.0,16.0,1466388170,3891637997717104548,500,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,33.0,72.0,1467046829,801895594717772308,338,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1467726305,-1032019229384696495,438,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,2.0,32.0,75.0,1475514624,-1602833675167376798,1335,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,19.0,119.0,1461940988,-1443636648652872475,1309,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1473794899,-709287718034731589,317,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1474373049,-4028919343899978105,165,0,1,1,0,0,0,0,0,0,1
0.0,3.0,0.0,2.0,13.0,51.0,1461947993,-1443636648652872475,330,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1459423749,4340306774493623681,1081,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1460718504,-2979881261169775358,424,0,1,1,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,13.0,23.0,1463570143,2833428826475063405,492,0,1,1,0,0,1,0,0,0,0
0.0,0.0,2.0,1.0,16.0,70.0,1460046185,-5264754785175108362,501,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,1.0,60.0,99.0,1469714751,3609194402293569455,784,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,3.0,15.0,162.0,1461021912,-1032019229384696495,4071,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,0.0,22.0,222.0,1463417766,-2979881261169775358,2912,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,7.0,11.0,1471560584,-4467650312287951120,1386,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,17.0,56.0,1474025829,-1387464358334758758,141,0,1,1,0,0,0,0,0,0,1
1.0,1.0,2.0,1.0,21.0,185.0,1478262126,-1443636648652872475,650,0,1,1,0,0,1,0,0,0,0
0.0,1.0,0.0,3.0,43.0,65.0,1464111011,1895326251577378793,606,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1461872961,6644119361202586331,247,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,4.0,8.0,1480440770,3829784524040647339,1224,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,23.0,227.0,1464779061,5660542693104786364,1688,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,12.0,12.0,1471527133,3609194402293569455,278,0,1,1,0,0,0,0,0,0,1
3.0,0.0,0.0,4.0,50.0,366.0,1464953944,-8132559109129514792,1933,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1459728978,-1032019229384696495,945,0,1,1,0,0,1,0,0,0,0
3.0,2.0,3.0,9.0,111.0,542.0,1473686450,-1578287561410088674,160,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,12.0,37.0,1459773831,-8550167523008133722,310,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,7.0,19.0,82.0,1470771029,6735372008307093370,306,0,1,1,0,0,0,0,0,0,1
3.0,2.0,3.0,5.0,42.0,457.0,1469218184,-709287718034731589,686,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1471927007,3609194402293569455,926,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,4.0,14.0,1463170986,-1443636648652872475,1818,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,22.0,26.0,1479672741,3217014177234377440,219,0,1,1,0,0,0,0,0,0,1
6.0,4.0,4.0,10.0,91.0,871.0,1470832126,7774613525190730745,730,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,30.0,138.0,1471261138,6971525809430309144,214,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,7.0,7.0,1471285944,-8020832670974472349,513,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,34.0,134.0,1473459090,-709287718034731589,1406,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1470178477,8420481937548705787,895,0,1,1,0,0,0,0,0,0,1
2.0,1.0,1.0,5.0,35.0,290.0,1467674534,-1443636648652872475,3022,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1485365103,2416280733544962613,55,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1461174649,3891637997717104548,1048,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,4.0,8.0,1474121408,5660542693104786364,563,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1463155829,5660542693104786364,206,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1459531710,4670267857749552625,303,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1462178638,881856221521045800,704,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,11.0,115.0,1460171319,-1032019229384696495,286,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,3.0,25.0,37.0,1468865877,-6030696784871381528,224,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,3.0,7.0,1467751785,-6895155480127642372,633,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,2.0,8.0,16.0,1467142693,-1352064057049251194,178,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,66.0,70.0,1464923401,5127372011815639401,2421,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,0.0,17.0,152.0,1466293197,-1032019229384696495,2498,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,67.0,175.0,1465953522,-709287718034731589,1023,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,9.0,9.0,1463172922,2062670502532932588,2445,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,28.0,132.0,1466545925,7392990465409599343,2054,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1461333191,3609194402293569455,919,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,6.0,6.0,1465215526,3609194402293569455,108,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,10.0,10.0,1466866651,-6895155480127642372,340,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,9.0,109.0,1471818149,3609194402293569455,1221,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1460048762,4340306774493623681,596,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,7.0,7.0,1459993879,-1032019229384696495,224,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,1.0,19.0,148.0,1465239455,7645894863578715801,1103,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,14.0,18.0,1478283027,3609194402293569455,574,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,2.0,17.0,125.0,1465309434,-1032019229384696495,663,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,2.0,6.0,49.0,1470254124,1895326251577378793,96,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,7.0,7.0,1474399921,-709287718034731589,1231,0,1,1,0,0,1,0,0,0,0
2.0,0.0,1.0,0.0,32.0,257.0,1485252614,7645894863578715801,1875,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,1.0,27.0,156.0,1465996364,-9120685872592674274,1328,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,7.0,11.0,1463571546,3302556033962996625,419,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1481802167,-1387464358334758758,260,0,1,1,0,0,1,0,0,0,0
2.0,1.0,1.0,0.0,9.0,244.0,1471511662,8968131284214320024,1394,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,8.0,12.0,1472116962,-1443636648652872475,770,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,4.0,19.0,135.0,1461848633,-1032019229384696495,552,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,3.0,24.0,136.0,1463921535,-4467650312287951120,787,0,1,1,0,0,0,0,0,0,1
5.0,0.0,0.0,1.0,19.0,523.0,1461968743,-1443636648652872475,2020,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,12.0,112.0,1464978469,3609194402293569455,1751,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,4.0,4.0,1467400076,3891637997717104548,371,0,1,1,0,0,1,0,0,0,0
3.0,0.0,1.0,1.0,26.0,355.0,1463523932,3636910968448833585,1588,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,9.0,17.0,1472548457,881856221521045800,570,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1471002109,-5639303336519418445,241,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,15.0,19.0,1476441538,3217014177234377440,476,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,9.0,113.0,1471567315,-6895155480127642372,55,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,3.0,11.0,123.0,1459229160,-1032019229384696495,2178,0,1,1,0,0,1,0,0,0,0
3.0,0.0,1.0,7.0,24.0,377.0,1463630183,-2726721797588771398,2524,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1464756640,8968131284214320024,833,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1468518447,8676130229735483748,318,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,30.0,34.0,1466540905,3609194402293569455,299,0,1,1,0,0,1,0,0,0,0
0.0,5.0,4.0,1.0,21.0,175.0,1478347861,3829784524040647339,686,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,5.0,30.0,85.0,1479473295,3609194402293569455,231,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,4.0,4.0,1462456059,-8845298781299428018,959,0,1,1,0,0,0,0,0,0,1
5.0,0.0,0.0,0.0,37.0,537.0,1461867760,3609194402293569455,817,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,2.0,6.0,24.0,1461873423,6644119361202586331,307,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,10.0,18.0,1469726431,-1352064057049251194,508,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,27.0,131.0,1478009684,-4465926797008424436,49,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,8.0,31.0,133.0,1473857779,-6030696784871381528,321,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,4.0,16.0,132.0,1460040931,6644119361202586331,836,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1487947067,6960073744377754728,297,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1476807337,3829784524040647339,54,0,1,1,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,1.0,11.0,1463760117,3609194402293569455,158,0,1,1,0,0,1,0,0,0,0
1.0,4.0,6.0,7.0,87.0,405.0,1466563387,-2626634673110551643,444,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,33.0,137.0,1464895898,5660542693104786364,465,0,1,1,0,0,0,0,0,0,1
